region,state,line_code,factor,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,1999_percent_change,2000_percent_change,2001_percent_change,2002_percent_change,2003_percent_change,2004_percent_change,2005_percent_change,2006_percent_change,2007_percent_change,2008_percent_change,2009_percent_change,2010_percent_change,2011_percent_change,2012_percent_change,2013_percent_change,2014_percent_change,2015_percent_change,2016_percent_change,2017_percent_change,2018_percent_change,2019_percent_change,2020_percent_change,2021_percent_change,2022_percent_change
midwest,North Dakota,15,  Total employment (number of jobs),434930,435651,440643,445433,442530,443692,453079,461638,471131,482494,491887,492409,503803,529778,567381,586758,607113,597638,576701,573077,578397,581406,560448,567834,587819,0.001657738,0.011458714,0.010870478,-0.006517254,0.002625811,0.021156568,0.018890745,0.020563732,0.024118557,0.0194676,0.001061219,0.023139301,0.051557851,0.070978787,0.034151655,0.034690622,-0.01560665,-0.035032913,-0.006284019,0.00928322,0.005202309,-0.0360471,0.013178743,0.035195145
midwest,Ohio,1,  Real GDP (millions of chained 2017 dollars) 1,,,,,,,,,,,,,,,,,,,,652187.5,656212,674123.4,654586.3,686206.4,689681.3,,,,,,,,,,,,,,,,,,,,0.006170771,0.027295142,-0.028981489,0.048305472,0.005063928
midwest,Ohio,2,  Real personal income (millions of constant (2017) dollars) 2,,,,,,,,,,,511871.9,494090.1,501427.8,526365.4,530730.5,530301.7,545561,570520.6,575566.1,590137.4,594381.6,604433.7,650326.4,669428.3,640896.9,,,,,,,,,,,-0.03473877,0.014850935,0.049733182,0.008292908,-0.000807943,0.028774752,0.045750338,0.008843677,0.025316467,0.007191884,0.016911863,0.075926772,0.029372789,-0.042620547
midwest,Ohio,3,  Real PCE (millions of constant (2017) dollars) 3,,,,,,,,,,,422989.9,413074.6,421357.5,431556.4,434064.8,441416.4,450280.2,466802.4,474588.3,487233.7,488447.8,492918.3,486942.5,517883.8,529179,,,,,,,,,,,-0.023440985,0.020051826,0.024204862,0.00581245,0.016936642,0.020080359,0.036693152,0.01667922,0.026644989,0.002491823,0.009152462,-0.012123307,0.063541999,0.021810298
midwest,Ohio,4,  Gross domestic product (GDP),,,,,,,,,,,,,,,,,,,,652187.5,672540.1,703127.8,692121.9,759626.2,825990,,,,,,,,,,,,,,,,,,,,0.03120667,0.045480857,-0.015652773,0.097532386,0.087363759
midwest,Ohio,5,  Personal income,298491.4,307407,323812.5,333209.3,338462.5,348428.7,361753,371633.8,390090,406786.5,422085.7,410350.4,422204.4,449923.8,466162.1,473218.8,492475.6,511339.8,521622.5,541289.4,562523,582400.4,623836,670872.7,679233,0.029868867,0.05336736,0.029019263,0.015765466,0.029445507,0.038241109,0.027313664,0.049662329,0.042801661,0.037609901,-0.027803121,0.028887507,0.065653982,0.036091223,0.015137867,0.040693227,0.038304842,0.020109328,0.03770332,0.039227814,0.035336155,0.071146242,0.075399143,0.012461828
midwest,Ohio,6,  Disposable personal income,257448.3,265366.2,278933.3,287987.7,297867.6,310060.4,322505.1,329124.8,344213.7,357827.2,373451.4,372169.5,381366.5,402255,417110.6,420652.7,438364.6,453852,463262.7,482233.5,504008.7,520851,562043.6,596845.4,595266.6,0.030755301,0.051125953,0.032460807,0.034306674,0.040933623,0.040136373,0.020525877,0.045845527,0.039549559,0.043664093,-0.003432575,0.024711858,0.054772771,0.036930803,0.008491992,0.042105756,0.035329951,0.020735174,0.040950415,0.045154889,0.033416685,0.079087109,0.061920107,-0.002645241
midwest,Ohio,7,  Personal consumption expenditures,230506,244074.9,260381.2,270966.5,280073.8,292806.3,305549.4,319761.2,330574.5,343184.5,349080.4,343501.1,355279.6,369404.2,381767.1,394401.6,406986.6,419081.2,431032.4,447950.5,463218,475838.1,468366.2,520162.4,561567.5,0.058865713,0.06680859,0.040653089,0.033610428,0.045461232,0.04352058,0.046512282,0.033816798,0.038145713,0.017179972,-0.015982851,0.034289555,0.039756293,0.033467134,0.033094785,0.0319091,0.02971744,0.028517624,0.039250182,0.034083007,0.027244408,-0.01570261,0.110589107,0.079600333
midwest,Ohio,8,  Real per capita personal income 4,,,,,,,,,,,44451,42857,43444,45541,45859,45670,46836,48871,49186,50277,50530,51273,55124,56903,54516,,,,,,,,,,,-0.035859711,0.013696712,0.048269036,0.006982719,-0.004121328,0.025530983,0.043449483,0.00644554,0.022181108,0.005032122,0.014704136,0.075107757,0.032272694,-0.041948579
midwest,Ohio,9,  Real per capita PCE 5,,,,,,,,,,,36733,35829,36507,37338,37507,38015,38656,39986,40557,41510,41525,41813,41275,44021,45013,,,,,,,,,,,-0.024610024,0.018923219,0.022762758,0.00452622,0.013544138,0.016861765,0.034406043,0.014279998,0.023497793,0.000361359,0.006935581,-0.012866812,0.066529376,0.022534699
midwest,Ohio,10,  Per capita personal income 6,26388,27119,28496,29261,29669,30471,31588,32419,33976,35371,36654,35593,36580,38928,40280,40754,42278,43801,44576,46116,47822,49404,52879,57026,57777,0.027701986,0.050776209,0.026845873,0.013943474,0.027031582,0.036657806,0.026307459,0.048027391,0.041058394,0.036272653,-0.028946363,0.027730172,0.064188081,0.034730785,0.011767627,0.037395102,0.036023464,0.01769366,0.034547739,0.036993668,0.033081009,0.070338434,0.078424327,0.013169431
midwest,Ohio,11,  Per capita disposable personal income 7,22760,23410,24546,25290,26111,27116,28161,28711,29981,31114,32431,32281,33042,34803,36042,36227,37633,38877,39589,41084,42848,44183,47641,50733,50635,0.028558875,0.048526271,0.030310438,0.032463424,0.038489525,0.038538132,0.019530556,0.044233917,0.037790601,0.042328212,-0.004625204,0.023574239,0.053295805,0.035600379,0.005132901,0.038810832,0.033056094,0.01831417,0.037763015,0.042936423,0.031156647,0.078265396,0.06490208,-0.001931682
midwest,Ohio,12,  Per capita personal consumption expenditures (PCE) 8,20378,21532,22914,23795,24551,25607,26680,27894,28793,29841,30314,29795,30782,31961,32988,33966,34939,35898,36834,38164,39380,40364,39700,44215,47768,0.056629699,0.064183541,0.03844811,0.031771381,0.043012505,0.041902605,0.045502249,0.032229153,0.036397736,0.015850675,-0.017120802,0.033126363,0.038301605,0.032132912,0.029647144,0.028646293,0.027447838,0.026073876,0.036107944,0.031862488,0.024987303,-0.016450302,0.11372796,0.080357345
midwest,Ohio,13,  Regional price parities (RPPs) 9,,,,,,,,,,,92.55,93.518,93.155,92.236,93.037,93.285,93.064,92.269,92.408,91.938,92.932,93.258,91.925,92.146,91.45,,,,,,,,,,,0.010459211,-0.003881606,-0.009865278,0.008684245,0.002665606,-0.002369084,-0.008542508,0.001506465,-0.00508614,0.010811634,0.003507941,-0.01429368,0.002404134,-0.007553231
midwest,Ohio,14,  Implicit regional price deflator 10,,,,,,,,,,,82.527,83.157,84.318,85.598,87.952,89.349,90.385,89.777,90.822,91.938,94.835,96.535,96.185,100.44,106.121,,,,,,,,,,,0.007633865,0.013961543,0.015180626,0.027500643,0.015883664,0.011594981,-0.00672678,0.011639952,0.012287772,0.031510366,0.017925871,-0.003625628,0.044237667,0.056561131
midwest,Ohio,15,  Total employment (number of jobs),6599132,6681355,6789300,6725753,6640234,6620832,6666590,6709205,6747288,6794947,6725207,6454988,6418141,6521630,6605925,6681685,6771706,6862150,6931328,6987847,7067380,7071612,6852979,7048306,7305177,0.012459669,0.016156154,-0.009359875,-0.012715156,-0.002921885,0.006911216,0.006392324,0.005676231,0.007063431,-0.010263509,-0.040180027,-0.005708299,0.016124451,0.01292545,0.011468492,0.013472799,0.013356162,0.010081097,0.008154137,0.011381617,0.000598807,-0.030916996,0.028502495,0.03644436
midwest,South Dakota,1,  Real GDP (millions of chained 2017 dollars) 1,,,,,,,,,,,,,,,,,,,,51615.1,51937.8,52360.1,52692.1,55140.4,54959.3,,,,,,,,,,,,,,,,,,,,0.006252046,0.00813088,0.006340706,0.046464271,-0.003284343
midwest,South Dakota,2,  Real personal income (millions of constant (2017) dollars) 2,,,,,,,,,,,43125.8,41638.2,41935.3,45296.1,43913.6,43823.6,45650.4,48212.1,48483,49372.8,48578.4,50606.3,55354.7,59849.6,60827.9,,,,,,,,,,,-0.034494433,0.007135275,0.080142505,-0.030521391,-0.002049479,0.041685302,0.056115609,0.005618921,0.018352825,-0.016089831,0.041744891,0.093830215,0.081201777,0.016345974
midwest,South Dakota,3,  Real PCE (millions of constant (2017) dollars) 3,,,,,,,,,,,32050.8,31961.5,32276,33268.1,33071.4,33631.9,34622.4,36376.1,37638.2,38660.8,37944.2,38372.3,38326.7,41937.9,43659.1,,,,,,,,,,,-0.002786202,0.009839964,0.03073801,-0.005912571,0.016948179,0.029451206,0.050652179,0.034695858,0.027169206,-0.018535571,0.011282357,-0.001188357,0.094221522,0.041041635
midwest,South Dakota,4,  Gross domestic product (GDP),,,,,,,,,,,,,,,,,,,,51615.1,53349.5,55007.4,56162.9,62607.1,68781.7,,,,,,,,,,,,,,,,,,,,0.03360257,0.031076205,0.021006265,0.114741226,0.098624597
midwest,South Dakota,5,  Personal income,18102.9,18948.9,20201.2,20892.2,20898.5,22822.7,24553.2,26005.4,27393.1,30342.5,32676.8,31827.1,33682.9,36655,37469.6,37840.2,39607.1,41160.1,41551.5,42989.3,45144,48031.4,52793.3,58627.9,62028.3,0.046732844,0.066088269,0.034205889,0.000301548,0.092073594,0.075823632,0.05914504,0.053361994,0.10766945,0.076931696,-0.026003158,0.0583088,0.088237652,0.022223435,0.009890685,0.046693728,0.039210142,0.009509209,0.034602842,0.050121774,0.063959773,0.099141395,0.110517812,0.05799969
midwest,South Dakota,6,  Disposable personal income,16420.2,17094.1,18266.5,18899.3,19180.8,21246.3,22859.7,24042.1,25093.1,27765.3,29962.8,29768.6,31445.9,33901.4,34448,34575.1,36056.8,37402.5,37742.2,39331.7,41600,44320.5,48651.2,53531,56082.3,0.041040913,0.068585067,0.034642652,0.014894732,0.107685811,0.075937928,0.051724213,0.043714983,0.106491426,0.079145552,-0.00648137,0.056344605,0.078086491,0.016123228,0.003689619,0.04285454,0.03732167,0.009082281,0.042114662,0.057671039,0.065396635,0.097713248,0.10030174,0.047660234
midwest,South Dakota,7,  Personal consumption expenditures,13601.5,14515.8,15478.3,16210.3,16925.7,17949.6,19257.4,20635.7,22059.2,23113,24305.1,24461.5,25960.6,26959.6,28256.2,29077,30077.6,31107.4,32326.4,33741.1,35334.2,36488,36651.8,41173.7,44579,0.067220527,0.066307059,0.047292015,0.044132434,0.060493805,0.072859562,0.071572486,0.068982395,0.047771451,0.051577035,0.006434863,0.061284059,0.038481391,0.048094185,0.029048492,0.034412078,0.034238104,0.039186817,0.043762992,0.047215414,0.032653916,0.004489147,0.123374568,0.082705708
midwest,South Dakota,8,  Real per capita personal income 4,,,,,,,,,,,53966,51592,51386,55027,52730,52096,53856,56578,56333,56740,55499,57344,62351,66784,66857,,,,,,,,,,,-0.043990661,-0.003992867,0.070855875,-0.041743144,-0.012023516,0.033783784,0.050542187,-0.004330305,0.007224895,-0.021871695,0.033243842,0.087315151,0.071097496,0.001093076
midwest,South Dakota,9,  Real per capita PCE 5,,,,,,,,,,,40107,39602,39550,40415,39711,39981,40846,42688,43732,44429,43350,43481,43171,46797,47986,,,,,,,,,,,-0.012591318,-0.001313065,0.021871049,-0.017419275,0.006799124,0.021635277,0.045096215,0.024456522,0.015937986,-0.024285939,0.003021915,-0.007129551,0.083991568,0.025407612
midwest,South Dakota,10,  Per capita personal income 6,24265,25251,26727,27563,27497,29883,31871,33534,34983,38330,40891,39435,41274,44530,44992,44983,46727,48302,48279,49404,51575,54426,59465,65421,68176,0.040634659,0.058453131,0.031279231,-0.002394514,0.086773103,0.066526119,0.052179097,0.043209877,0.095675042,0.066814506,-0.035606857,0.046633701,0.078887435,0.010375028,-0.000200036,0.038770202,0.033706422,-0.000476171,0.023302057,0.04394381,0.05527872,0.092584427,0.100159758,0.04211186
midwest,South Dakota,11,  Per capita disposable personal income 7,22009,22780,24167,24934,25237,27819,29673,31002,32046,35074,37495,36885,38533,41184,41364,41102,42538,43893,43853,45200,47527,50221,54800,59734,61641,0.035031124,0.060886743,0.031737493,0.012152081,0.1023101,0.066645099,0.044788191,0.033675247,0.094489172,0.069025489,-0.016268836,0.044679409,0.068798173,0.004370629,-0.00633401,0.034937473,0.031853872,-0.000911307,0.030716257,0.051482301,0.056683569,0.091176998,0.090036496,0.031924867
midwest,South Dakota,12,  Per capita personal consumption expenditures (PCE) 8,18231,19344,20478,21386,22270,23503,24997,26610,28171,29197,30415,30309,31811,32751,33929,34566,35484,36505,37560,38776,40368,41346,41284,45944,48997,0.06104986,0.058622829,0.044340268,0.041335453,0.055365963,0.063566353,0.064527743,0.058662157,0.036420432,0.041716615,-0.003485122,0.049556237,0.029549527,0.035968367,0.0187745,0.026557889,0.028773532,0.028900151,0.032374867,0.041056323,0.024227111,-0.00149954,0.112876659,0.066450461
midwest,South Dakota,13,  Regional price parities (RPPs) 9,,,,,,,,,,,85.044,86.07,88.863,87.321,90.38,90.265,89.448,87.89,87.387,87.275,91.253,91.862,91.394,90.07,87.991,,,,,,,,,,,0.012064343,0.032450331,-0.017352554,0.035031665,-0.001272405,-0.009051127,-0.017417941,-0.005723063,-0.001281655,0.045580063,0.006673753,-0.005094598,-0.014486728,-0.023082047
midwest,South Dakota,14,  Implicit regional price deflator 10,,,,,,,,,,,75.833,76.534,80.433,81.037,85.44,86.456,86.873,85.516,85.887,87.275,93.121,95.089,95.63,98.178,102.107,,,,,,,,,,,0.009243997,0.050944678,0.007509356,0.054333206,0.011891386,0.004823263,-0.015620503,0.004338369,0.016160769,0.066983672,0.021133794,0.005689407,0.026644358,0.040019149
midwest,South Dakota,15,  Total employment (number of jobs),490715,501684,512377,511664,509549,509653,518411,527756,538721,551970,561052,556495,558161,566491,574997,581234,589348,592644,597263,601254,610179,610325,606246,625510,647960,0.022353097,0.021314214,-0.001391553,-0.004133572,0.000204102,0.017184241,0.018026238,0.020776647,0.024593435,0.016453793,-0.008122242,0.002993738,0.014924009,0.015015243,0.010847013,0.013959954,0.005592621,0.007793886,0.006682148,0.014843976,0.000239274,-0.006683324,0.03177588,0.035890713
midwest,Wisconsin,1,  Real GDP (millions of chained 2017 dollars) 1,,,,,,,,,,,,,,,,,,,,321886.8,328832.4,333698.6,322972.7,334517.3,335688.5,,,,,,,,,,,,,,,,,,,,0.021577772,0.01479842,-0.032142478,0.035744817,0.003501164
midwest,Wisconsin,2,  Real personal income (millions of constant (2017) dollars) 2,,,,,,,,,,,263753.5,258383.6,259228.3,269994.4,274484.7,273572.1,280358.3,293608.2,296208.4,302158.3,309369.2,315592.4,338059.3,350200.5,338614.6,,,,,,,,,,,-0.02035954,0.00326917,0.041531345,0.016631086,-0.003324775,0.024805892,0.047260595,0.00885602,0.020086871,0.023864643,0.020115771,0.07118961,0.035914409,-0.033083619
midwest,Wisconsin,3,  Real PCE (millions of constant (2017) dollars) 3,,,,,,,,,,,216733.5,213008.4,215229,220156.5,218771.8,222283.7,227091.2,233762.9,238358.4,243678.9,247075.3,249371.6,245908.1,263248.5,271110.9,,,,,,,,,,,-0.017187468,0.010424941,0.02289422,-0.006289617,0.0160528,0.021627767,0.029378946,0.019658808,0.022321429,0.013938014,0.009293928,-0.013888911,0.070515774,0.029866837
midwest,Wisconsin,4,  Gross domestic product (GDP),,,,,,,,,,,,,,,,,,,,321886.8,335144.3,347398.6,343783,369032.4,396209.3,,,,,,,,,,,,,,,,,,,,0.04118684,0.03656425,-0.010407641,0.073445749,0.073643669
midwest,Wisconsin,5,  Personal income,143130,148737,158494.2,166593.2,171010,175794.3,183721.4,189779.2,201058.4,210529.9,219194.5,216211.9,222260.9,234631.6,244508.3,245762.3,255165.3,266132,270846.6,281979.5,295996.8,307907.6,326836.5,355048,362245.3,0.039174177,0.065600355,0.051099662,0.026512487,0.027976727,0.045093043,0.032972751,0.059433278,0.047108203,0.041156149,-0.013607093,0.027977183,0.055658463,0.0420945,0.00512866,0.038260547,0.042978806,0.017715269,0.041104079,0.049710351,0.040239624,0.06147591,0.086316859,0.020271344
midwest,Wisconsin,6,  Disposable personal income,122956.4,127885.1,136613.4,144424.5,151497.8,157031.4,164664,168712.5,177637.8,185752.5,193376.8,195506.2,200847.9,209758,218843.8,217673.1,226522.3,234745.6,238235.6,249551.8,263392.8,272613.3,292376.3,314662.1,316668,0.040084941,0.06825111,0.057176675,0.048975762,0.036525943,0.048605566,0.024586431,0.052902423,0.045681156,0.041045477,0.011011662,0.027322407,0.044362425,0.04331563,-0.005349478,0.040653622,0.036302386,0.014867158,0.047500038,0.055463435,0.035006652,0.072494629,0.076223004,0.006374775
midwest,Wisconsin,7,  Personal consumption expenditures,108943.1,116373.8,124865.7,130433.5,135786.6,143467.5,152103.7,160323.9,168429.6,174884,180266,178468.8,184793.5,191591.3,195140.7,199941.2,206949.5,212242,218417.9,227938.3,236881.7,243754.2,238385.3,267489.6,290410.8,0.068207165,0.072970892,0.044590308,0.041040837,0.056565965,0.060196212,0.054043393,0.050558276,0.038321055,0.030774685,-0.009969711,0.035438687,0.036785926,0.018525893,0.024600199,0.035051805,0.025573872,0.029098388,0.043588003,0.039236056,0.029012372,-0.022025877,0.122089323,0.08569006
midwest,Wisconsin,8,  Real per capita personal income 4,,,,,,,,,,,46757,45576,45543,47258,47869,47518,48519,50674,50962,51771,52805,53670,57334,59557,57465,,,,,,,,,,,-0.02525825,-0.000724065,0.03765672,0.012929028,-0.007332512,0.021065701,0.04441559,0.005683388,0.015874573,0.019972572,0.016381025,0.068269052,0.038772805,-0.035126014
midwest,Wisconsin,9,  Real per capita PCE 5,,,,,,,,,,,38421,37573,37813,38535,38153,38610,39300,40345,41009,41751,42172,42409,41706,44769,46009,,,,,,,,,,,-0.022071263,0.006387566,0.019093962,-0.009913066,0.011978088,0.017871018,0.026590331,0.016458049,0.018093589,0.010083591,0.005619843,-0.01657667,0.07344267,0.027697737
midwest,Wisconsin,10,  Per capita personal income 6,27018,27892,29493,30812,31406,32084,33319,34218,36047,37522,38857,38138,39048,41069,42641,42688,44159,45932,46598,48313,50522,52364,55431,60381,61475,0.032348805,0.057399971,0.044722477,0.019278203,0.021588232,0.038492707,0.026981602,0.0534514,0.0409188,0.035579127,-0.018503744,0.023860716,0.051756812,0.038277046,0.001102226,0.034459333,0.040150366,0.014499695,0.036804155,0.045722683,0.036459364,0.058570774,0.089300211,0.018118282
midwest,Wisconsin,11,  Per capita disposable personal income 7,23210,23981,25421,26711,27822,28660,29863,30420,31848,33106,34281,34485,35286,36715,38166,37809,39202,40515,40988,42757,44957,46361,49587,53513,53741,0.03321844,0.060047538,0.050745447,0.041593351,0.030120049,0.041974878,0.018651843,0.046942801,0.039500126,0.035492056,0.005950818,0.02322749,0.040497648,0.039520632,-0.009353875,0.03684308,0.033493189,0.011674688,0.043158973,0.051453563,0.031229842,0.069584349,0.079173977,0.004260647
midwest,Wisconsin,12,  Per capita personal consumption expenditures (PCE) 8,20564,21823,23235,24124,24937,26184,27585,28907,30197,31169,31956,31480,32465,33535,34032,34729,35815,36631,37578,39054,40432,41453,40430,45491,49284,0.061223497,0.064702378,0.038261244,0.033700879,0.050006015,0.053505958,0.047924597,0.044625869,0.032188628,0.025249447,-0.014895481,0.031289708,0.032958571,0.014820337,0.020480724,0.031270696,0.02278375,0.02585242,0.039278301,0.035284478,0.025252275,-0.024678552,0.125179322,0.08337913
midwest,Wisconsin,13,  Regional price parities (RPPs) 9,,,,,,,,,,,93.276,94.224,94.858,93.773,94.356,93.911,93.832,93.314,93.234,93.54,93.951,94.43,92.647,93.22,92.31,,,,,,,,,,,0.010163386,0.006728647,-0.01143815,0.006217141,-0.004716181,-0.000841222,-0.005520505,-0.00085732,0.003282064,0.004393842,0.005098402,-0.018881711,0.006184766,-0.009761854
midwest,Wisconsin,14,  Implicit regional price deflator 10,,,,,,,,,,,83.174,83.785,85.859,87.025,89.198,89.949,91.131,90.794,91.634,93.54,95.874,97.747,96.941,101.611,107.119,,,,,,,,,,,0.007346046,0.024753834,0.013580405,0.024969836,0.008419471,0.01314078,-0.003697973,0.009251713,0.02080014,0.024951892,0.019536058,-0.008245777,0.048173631,0.05420673
midwest,Wisconsin,15,  Total employment (number of jobs),3287793,3350388,3413585,3403719,3395194,3413427,3467823,3511454,3547006,3585326,3572816,3444538,3426369,3474372,3499342,3539199,3585944,3624473,3657732,3678859,3721096,3718385,3581998,3684969,3819180,0.019038607,0.018862591,-0.002890217,-0.002504613,0.005370238,0.015935891,0.012581669,0.010124581,0.010803478,-0.003489222,-0.035903892,-0.005274728,0.014009875,0.00718691,0.011389856,0.013207791,0.010744451,0.009176231,0.005775984,0.011481005,-0.000728549,-0.036679096,0.028746806,0.036421202
northeast,Connecticut,1,  Real GDP (millions of chained 2017 dollars) 1,,,,,,,,,,,,,,,,,,,,273875.1,274582.8,274219.4,258625,268846.7,276668.8,,,,,,,,,,,,,,,,,,,,0.002584025,-0.001323462,-0.056868332,0.039523248,0.02909502
